2002-03-25|9,ISF|EUN|IEUR|EUE
2002-03-26|9,ISF|EUN|IEUR|EUE
2002-03-27|9,ISF|EUN|IEUR|EUE
2002-03-28|9,ISF|EUN|IEUR|EUE
2002-03-29|9,ISF|EUN|IEUR|EUE
2002-04-01|9,ISF|EUN|IEUR|EUE
2002-04-02|9,ISF|IEUR|EUN|EUE
2002-04-03|9,ISF|EUN|IEUR|EUE
2002-04-04|9,ISF|EUN|IEUR|EUE
2002-04-05|9,ISF|EUN|IEUR|EUE
2002-04-08|9,ISF|EUN|IEUR|EUE
2002-04-09|9,ISF|EUN|IEUR|EUE
2002-04-10|9,ISF|EUN|IEUR|EUE
2002-04-11|9,ISF|EUN|IEUR|EUE
2002-04-12|9,ISF|EUN|IEUR|EUE
2002-04-15|9,ISF|EUN|IEUR|EUE
2002-04-16|9,ISF|EUN|EUE|IEUR
2002-04-17|9,ISF|EUN|EUE|IEUR
2002-04-18|9,ISF|EUN|EUE|IEUR
2002-04-19|9,ISF|EUN|EUE|IEUR
2002-04-22|9,ISF|EUN|EUE|IEUR
2002-04-23|9,ISF|EUN|EUE|IEUR
2002-04-24|9,ISF|EUN|EUE|IEUR
2002-04-25|9,ISF|EUN|EUE|IEUR
2002-04-26|9,ISF|EUN|EUE|IEUR
2002-04-29|9,ISF|EUN|EUE|IEUR
2002-04-30|9,ISF|EUN|EUE|IEUR
2002-05-01|9,ISF|EUE|EUN|IEUR
2002-05-02|9,ISF|EUN|EUE|IEUR
2002-05-03|9,ISF|EUN|EUE|IEUR
2002-05-06|9,ISF|EUN|EUE|IEUR
2002-05-07|9,ISF|EUN|EUE|IEUR
2002-05-08|9,ISF|EUN|IEUR|EUE
2002-05-09|9,ISF|EUN|EUE|IEUR
2002-05-10|9,ISF|EUN|EUE|IEUR
2002-05-13|9,ISF|EUN|EUE|IEUR
2002-05-14|9,ISF|EUN|EUE|IEUR
2002-05-15|9,ISF|EUN|EUE|IEUR
2002-05-16|9,ISF|EUN|EUE|IEUR
2002-05-17|9,ISF|EUN|EUE|IEUR
2002-05-20|9,ISF|EUN|EUE|IEUR
2002-05-21|9,ISF|EUN|EUE|IEUR
2002-05-22|9,ISF|EUN|EUE|IEUR
2002-05-23|9,ISF|EUN|EUE|IEUR
2002-05-24|9,ISF|EUN|EUE|IEUR
2002-05-27|9,ISF|EUN|EUE|IEUR
2002-05-28|9,ISF|EUN|EUE|IEUR
2002-05-29|9,ISF|EUN|EUE|IEUR
2002-05-30|9,ISF|EUN|EUE|IEUR
2002-05-31|9,ISF|EUN|EUE|IEUR
2002-06-03|9,ISF|EUN|IEUR|EUE
2002-06-04|9,ISF|IEUR|EUN|EUE
2002-06-05|9,ISF|EUE|EUN|IEUR
2002-06-06|9,ISF|EUE|IEUR|EUN
2002-06-07|9,ISF|EUN|EUE|IEUR
2002-06-10|9,ISF|EUN|IEUR|EUE
2002-06-11|9,ISF|IEUR|EUE|EUN
2002-06-12|9,ISF|IEUR|EUE|EUN
2002-06-13|9,ISF|IEUR|EUE|EUN
2002-06-14|9,IEUR|EUE|ISF|EUN
2002-06-17|9,IEUR|EUE|ISF|EUN
2002-06-18|9,IEUR|EUE|ISF|EUN
2002-06-19|9,IEUR|EUE|ISF|EUN
2002-06-20|9,IEUR|EUE|ISF|EUN
2002-06-21|9,IEUR|EUE|ISF|EUN
2002-06-24|9,ISF|IEUR|EUE|EUN
2002-06-25|9,ISF|IEUR|EUE|EUN
2002-06-26|9,ISF|IEUR|EUE|EUN
2002-06-27|9,ISF|IEUR|EUE|EUN
2002-06-28|9,IEUR|ISF|EUE|EUN
2002-07-01|9,IEUR|ISF|EUE|EUN
2002-07-02|9,ISF|IEUR|EUE|EUN
2002-07-03|9,IEUR|ISF|EUE|EUN
2002-07-04|9,IEUR|ISF|EUE|EUN
2002-07-05|9,IEUR|EUE|ISF|EUN
2002-07-08|9,IEUR|EUE|ISF|EUN
2002-07-09|9,IEUR|EUE|ISF|EUN
2002-07-10|9,IEUR|EUE|ISF|EUN
2002-07-11|9,IEUR|EUE|ISF|EUN
2002-07-12|9,IEUR|EUE|ISF|EUN
2002-07-15|9,IEUR|EUE|ISF|EUN
2002-07-16|9,IEUR|ISF|EUE|EUN
2002-07-17|9,IEUR|ISF|EUE|EUN
2002-07-18|9,ISF|IEUR|EUE|EUN
2002-07-19|9,ISF|IEUR|EUE|IEUT|EUN
2002-07-22|9,ISF|IEUR|EUE|IEUT|EUN
2002-07-23|9,ISF|IEUR|IEUT|EUE|EUN
2002-07-24|9,ISF|IEUR|IEUT|EUN|EUE
2002-07-25|9,ISF|IEUT|IEUR|EUN|EUE
2002-07-26|9,ISF|IEUT|EUN|IEUR|EUE
2002-07-29|9,ISF|IEUT|IEUR|EUN|EUE
2002-07-30|9,ISF|IEUR|IEUT|EUN|EUE
2002-07-31|9,ISF|IEUT|EUN|IEUR|EUE
2002-08-01|9,ISF|IEUT|IEUR|EUN|EUE
2002-08-02|9,ISF|IEUT|IEUR|EUN|EUE
2002-08-05|9,ISF|IEUT|EUN|IEUR|EUE
2002-08-06|9,ISF|IEUT|EUN|IEUR|EUE
2002-08-07|9,ISF|IEUT|EUN|IEUR|EUE
2002-08-08|9,ISF|IEUT|EUN|IEUR|EUE
2002-08-09|9,ISF|IEUT|IEUR|EUN|EUE
